-9.695268	6.836394	20.024263
-9.508909	6.860570	20.006691
-9.268489	6.836271	20.041895
-9.164135	6.838341	20.044117
-9.037222	6.915818	19.968412
-8.891046	6.880385	20.011363
-8.773864	6.870952	20.026009
-8.711279	6.910473	19.987355
-8.459454	6.875947	20.033693
-8.159268	6.893697	20.027491
-9.975835	6.702947	20.047817
-9.927760	6.755481	19.995097
-9.781023	6.719543	20.038497
-9.684469	6.728605	20.033005
-9.645929	6.789687	19.970877
-9.506626	6.760417	20.007118
-9.440471	6.796737	19.971950
-9.339810	6.802116	19.970468
-9.233808	6.802710	19.974298
-9.076648	6.757425	20.027873
-9.019270	6.801616	19.984136
-8.939692	6.825900	19.962071
-8.847328	6.838719	19.952489
-8.680298	6.784587	20.015799
-8.646841	6.850227	19.948709
-8.525095	6.836700	19.967810
-8.394552	6.815287	19.995599
-8.341848	6.863667	19.947199
-8.215030	6.845591	19.971253
-8.098561	6.836796	19.985203
-8.013156	6.855855	19.968827
-7.835617	6.792300	20.042396
-7.765440	6.825014	20.011154
-10.388431	6.592246	20.042231
-10.292520	6.601885	20.036110
-10.221790	6.634103	20.005408
-10.103089	6.623306	20.021537
-9.997252	6.624044	20.025108
-9.910749	6.642121	20.009903
-9.774412	6.615508	20.043150
-9.750809	6.689984	19.966439
-9.660345	6.704507	19.955002
-9.539577	6.691857	19.973149
-9.381172	6.645459	20.028039
-9.271396	6.642666	20.035454
-9.214889	6.687639	19.990967
-9.123524	6.701352	19.980310
-8.985270	6.673022	20.015527
-8.894158	6.686964	20.004722
-8.809129	6.706361	19.987979
-8.684181	6.689963	20.010207
-8.642353	6.748096	19.951289
-8.448790	6.670173	20.040501
-8.413172	6.733878	19.975620
-8.271065	6.702091	20.014500
-8.155019	6.693675	20.028036
-8.036980	6.683472	20.043519
-8.007658	6.752820	19.972393
-7.895315	6.747724	19.982315
-7.777443	6.737671	19.997635
-7.700221	6.764068	19.973269
-7.592533	6.763146	19.978647
-10.397558	6.502324	20.031518
-10.341709	6.547885	19.986289
-10.169169	6.488813	20.054977
-10.090608	6.514009	20.031920
-10.022399	6.548487	19.998757
-9.951577	6.580625	19.968243
-9.771285	6.514599	20.044400
-9.749993	6.591147	19.965435
-9.569148	6.524627	20.042232
-9.467803	6.529394	20.041417
-9.359584	6.527996	20.047313
-9.299561	6.569815	20.006157
-9.150774	6.532043	20.051758
-9.099634	6.581825	20.001830
-9.005252	6.592834	19.994218
-8.923816	6.615452	19.973967
-8.838944	6.634990	19.957070
-8.656792	6.567298	20.035144
-8.546006	6.563599	20.043546
-8.434674	6.559409	20.052481
-8.400765	6.624647	19.985931
-8.258494	6.592713	20.024971
-8.224574	6.657938	19.958332
-8.100585	6.642399	19.979624
-8.018783	6.664690	19.959730
-7.874116	6.630610	20.001209
-7.811388	6.670003	19.962695
-7.685398	6.652671	19.985939
-7.536135	6.614470	20.031904
-7.435464	6.619843	20.030531
-7.348755	6.637730	20.015328
-7.253634	6.648077	20.008438
-7.133052	6.635594	20.026403
-6.624455	6.657749	20.024256
-10.805294	6.387268	20.030776
-10.736522	6.421242	19.998162
-10.648348	6.437818	19.984489
-10.470324	6.373828	20.058532
-10.444515	6.446326	19.983975
-10.316182	6.426893	20.009507
-10.220966	6.437155	20.002709
-10.140962	6.461057	19.981061
-10.025317	6.453000	19.994206
-9.905155	6.440894	20.011761
-9.783927	6.427831	20.030358
-9.684193	6.434043	20.027969
-9.551279	6.410501	20.057974
-9.538180	6.494396	19.971010
-9.447878	6.509064	19.959414
-9.314513	6.485119	19.989858
-9.221664	6.497503	19.980749
-9.119217	6.501281	19.981011
-8.941904	6.437929	20.054359
-8.888693	6.485855	20.006554
-8.749059	6.456288	20.043119
-8.725678	6.530964	19.966192
-8.571196	6.488083	20.017252
-8.446565	6.471968	20.039171
-8.393510	6.520035	19.991213
-8.264520	6.500013	20.017386
-8.180220	6.520063	19.999931
-8.108497	6.551391	19.970198
-7.924929	6.482430	20.049653
-7.899181	6.554982	19.975037
-7.817980	6.577810	19.954557
-7.707026	6.573960	19.963123
-7.592938	6.567300	19.974749
-7.462474	6.545956	20.002361
-7.331462	6.524121	20.030508
-7.279556	6.573217	19.981430
-7.131347	6.535962	20.026365
-7.064475	6.571640	19.991896
-6.939149	6.554902	20.014493
-6.831502	6.554018	20.019831
-6.617636	6.553529	20.029111
-6.552792	6.591025	19.992663
-6.432152	6.578489	20.010685
-10.916666	6.293387	20.020001
-10.872482	6.349399	19.962984
-10.681193	6.273524	20.050375
-10.596399	6.293124	20.033103
-10.476933	6.281649	20.050278
-10.380239	6.290576	20.044525
-10.288019	6.303532	20.035100
-10.252743	6.367540	19.969787
-10.123517	6.347299	19.995891
-10.043483	6.371176	19.974372
-9.948211	6.381396	19.967927
-9.846159	6.385518	19.967404
-9.744665	6.390151	19.966735
-9.637288	6.389508	19.971809
-9.546037	6.403325	19.961140
-9.435086	6.399478	19.969703
-9.302304	6.376055	19.999579
-9.205510	6.384915	19.994818
-9.080628	6.368563	20.016484
-9.004898	6.396298	19.990663
-8.914331	6.410728	19.979326
-8.754295	6.362868	20.035808
-8.646734	6.362061	20.041061
-8.619201	6.433020	19.968486
-8.468277	6.393330	20.016073
-8.355507	6.387853	20.026512
-8.261761	6.399431	20.018179
-8.146834	6.392012	20.030324
-8.020795	6.374635	20.053617
-7.956316	6.412458	20.016812
-7.825325	6.390649	20.045238
-7.792443	6.456804	19.977586
-7.637816	6.413786	20.028490
-7.542941	6.424354	20.021358
