-9.010500	5.891300	13.072800
-9.037700	5.883400	13.289900
-9.036900	5.885400	13.394800
-8.893500	5.901800	13.071900
-8.779500	5.911100	13.071000
-8.710600	5.915000	13.143900
-8.858100	5.908800	13.186500
-8.929300	5.890400	13.295000
-8.818900	5.880700	13.300300
-8.924800	5.893800	13.399200
-8.729600	5.910000	13.338800
-8.812000	5.902900	13.403600
-8.610400	5.922000	13.310400
-8.645400	5.918100	13.410200
-8.447400	5.938400	13.326600
-8.426700	5.939400	13.427200
-8.531200	5.930300	13.381300
-7.974200	5.979000	13.085800
-8.054000	5.972600	13.152500
-7.875700	5.987100	13.069100
-7.775200	5.994600	13.084300
-7.906300	5.983900	13.170100
-8.314200	5.968300	13.316600
-8.134400	5.965900	13.220200
-8.326300	5.947400	13.422900
-8.213700	5.959100	13.329600
-8.106400	5.970800	13.326700
-8.224300	5.956300	13.435000
-8.121700	5.965800	13.431000
-8.012500	5.974100	13.251300
-7.808400	5.991100	13.192000
-7.937100	5.982000	13.327100
-7.825400	5.995300	13.324800
-8.019400	5.973300	13.386900
-7.950400	5.978300	13.461500
-7.846700	5.987500	13.426000
-7.625000	6.011100	13.126300
-7.541700	6.015400	13.062900
-7.482200	6.019900	13.143800
-7.414100	6.026300	13.065100
-7.320400	6.031100	13.102300
-7.382200	6.026300	13.180900
-7.217400	6.038400	13.065300
-7.242500	6.036100	13.167800
-7.644500	6.011800	13.225600
-7.714200	6.007900	13.314900
-7.533000	6.014400	13.232300
-7.597900	6.010200	13.320900
-7.493500	6.017700	13.326200
-7.742400	5.996700	13.414700
-7.651900	6.004300	13.457200
-7.560400	6.012800	13.414800
-7.483400	6.017100	13.478900
-7.330000	6.029400	13.267100
-7.391400	6.024900	13.346500
-7.166000	6.042000	13.232300
-7.250000	6.035400	13.331400
-7.380900	6.024200	13.452600
-7.214800	6.038100	13.429700
-7.285100	6.030900	13.501300
-6.889700	6.062500	13.076400
-6.891500	6.063500	13.177300
-6.779200	6.071000	13.063800
-6.665500	6.080800	13.066100
-6.553700	6.091300	13.061300
-6.779200	6.073000	13.170800
-6.667700	6.081600	13.171700
-6.555700	6.092300	13.165800
-6.895100	6.063500	13.277900
-6.900600	6.062700	13.378400
-6.887500	6.063300	13.479600
-6.782100	6.073500	13.277600
-6.711400	6.078400	13.352500
-6.634500	6.085400	13.272400
-6.601700	6.088000	13.372200
-6.808200	6.070400	13.418600
-6.718900	6.076800	13.465100
-6.609200	6.086200	13.476600
-7.101900	6.046300	13.066900
-7.025200	6.052500	13.131500
-7.050100	6.051100	13.232200
-7.111500	6.046200	13.316500
-6.994600	6.055000	13.315600
-7.115100	6.046200	13.419300
-7.019800	6.052800	13.474400
-6.444800	6.100400	13.063600
-6.334700	6.109600	13.059100
-6.393700	6.104600	13.150200
-6.467400	6.100000	13.220600
-6.245800	6.117500	13.107400
-6.321700	6.111100	13.223600
-6.155800	6.125100	13.061000
-6.049900	6.134900	13.063700
-5.949300	6.136500	13.059200
-6.158900	6.125400	13.161300
-6.088900	6.132500	13.233000
-6.001600	6.139900	13.153600
-5.940400	6.046000	13.103600
-5.953900	6.145100	13.242300
-5.940000	6.048300	13.208900
-6.416000	6.103700	13.306400
-6.525600	6.094900	13.306800
-6.251900	6.117900	13.295900
-6.324300	6.112600	13.366200
-6.478600	6.097600	13.399200
-6.523500	6.092500	13.528600
-6.409200	6.102700	13.471100
-6.260300	6.116300	13.443700
-6.321100	6.109400	13.529000
-6.146900	6.127100	13.315600
-6.028500	6.136400	13.316200
-5.941600	6.071600	13.314100
-5.962100	6.143700	13.392000
-6.152800	6.126000	13.422000
-6.213500	6.119100	13.539700
-6.104500	6.129500	13.510500
-5.943100	6.094800	13.477600
-6.005800	6.138200	13.547100
-5.934700	5.954000	13.055600
-5.928100	5.854100	13.046700
-5.920400	5.751900	13.044500
-5.932900	5.957200	13.161500
-5.929300	5.902100	13.246600
-5.924900	5.858100	13.146800
-5.915900	5.756800	13.145100
-5.919600	5.801800	13.238900
-5.909400	5.638300	13.035400
-5.798700	5.594600	13.030300
-5.884300	5.541100	13.048200
-5.884400	5.439400	13.058700
-5.649000	5.558300	13.029100
-5.902200	5.603400	13.129200
-5.906800	5.675600	13.204200
-5.898500	5.583500	13.243300
-5.894700	5.505700	13.154500
-5.888500	5.432600	13.227800
-5.932800	5.968000	13.326500
-5.926800	5.892200	13.392000
-5.913100	5.746700	13.325000
-5.936300	6.011200	13.418600
-5.934100	5.992000	13.517000
-5.926800	5.895300	13.543600
-5.919000	5.815000	13.458000
-5.913900	5.750700	13.537600
-5.906300	5.663900	13.384500
-5.892500	5.511000	13.316500
-5.897000	5.565300	13.404300
-5.885700	5.429100	13.376700
