235678.698414	3306748.162989	24.742655
235678.720982	3306748.280186	24.742640
235678.743550	3306748.397383	24.742625
235678.766118	3306748.514580	24.742611
235678.788686	3306748.631777	24.742596
235678.811254	3306748.748974	24.742581
235678.705160	3306749.255576	24.745764
235678.727728	3306749.372773	24.745750
235678.750296	3306749.489970	24.745735
235678.910263	3306748.000951	27.126116
235679.129197	3306748.080334	27.122860
235678.955399	3306748.235345	27.126087
235678.977967	3306748.352542	27.126072
235679.000535	3306748.469738	27.126057
235678.826737	3306748.624749	27.129285
235679.242037	3306748.666319	27.122786
235678.675507	3306748.896957	27.132497
235678.894441	3306748.976340	27.129241
235679.113375	3306749.055723	27.125984
235678.743211	3306749.248548	27.132453
235678.765779	3306749.365745	27.132439
235678.788347	3306749.482942	27.132424
235679.007281	3306749.562325	27.129167
235679.029849	3306749.679522	27.129153
235678.856051	3306749.834533	27.132380
235678.878619	3306749.951730	27.132365
235679.097553	3306750.031113	27.129108
235679.120121	3306750.148310	27.129094
235679.142690	3306750.265507	27.129079
235679.165258	3306750.382704	27.129064
235678.991460	3306750.537715	27.132292
235679.014028	3306750.654912	27.132277
235679.232962	3306750.734295	27.129020
235679.059164	3306750.889306	27.132248
235679.081732	3306751.006503	27.132233
235679.104300	3306751.123700	27.132218
235679.126868	3306751.240897	27.132204
235679.149436	3306751.358094	27.132189
235679.172004	3306751.475291	27.132174
235679.194572	3306751.592488	27.132159
235679.217140	3306751.709685	27.132145
235679.239708	3306751.826882	27.132130
235679.262276	3306751.944079	27.132115
235679.481210	3306752.023462	27.128859
235679.307412	3306752.178473	27.132086
235679.329980	3306752.295670	27.132071
235679.352548	3306752.412867	27.132057
235679.375116	3306752.530064	27.132042
235679.397685	3306752.647261	27.132027
235679.616619	3306752.726644	27.128771
235679.442821	3306752.881655	27.131998
235679.465389	3306752.998852	27.131983
235679.487957	3306753.116049	27.131968
235679.510525	3306753.233246	27.131954
235680.514923	3306753.161374	27.115729
235679.555661	3306753.467639	27.131924
235679.578229	3306753.584836	27.131910
235679.600797	3306753.702033	27.131895
235680.016097	3306753.743603	27.125396
235679.842299	3306753.898614	27.128624
235679.864867	3306754.015811	27.128609
235679.282329	3306747.807775	27.238981
235678.912165	3306748.000599	27.245451
235679.131099	3306748.079982	27.242194
235678.828639	3306748.624398	27.248619
235678.677409	3306748.896605	27.251832
235678.896344	3306748.975989	27.248575
235679.115278	3306749.055372	27.245318
235678.745114	3306749.248196	27.251788
235678.767682	3306749.365393	27.251773
235678.790250	3306749.482590	27.251758
235679.009184	3306749.561974	27.248502
235679.031752	3306749.679171	27.248487
235678.857954	3306749.834181	27.251714
235678.880522	3306749.951378	27.251700
235679.099456	3306750.030762	27.248443
235679.122024	3306750.147959	27.248428
235679.144592	3306750.265156	27.248414
235679.167160	3306750.382353	27.248399
235678.993362	3306750.537363	27.251626
235679.015930	3306750.654560	27.251611
235679.234864	3306750.733944	27.248355
235679.061066	3306750.888954	27.251582
235679.083634	3306751.006151	27.251567
235679.106202	3306751.123348	27.251553
235679.128770	3306751.240545	27.251538
235679.151338	3306751.357742	27.251523
235679.173907	3306751.474939	27.251509
235679.196475	3306751.592136	27.251494
235679.219043	3306751.709333	27.251479
